"rank","personName","finalWorth","age","country","industries","selfMade","gdp_country","gross_tertiary_education_enrollment","tax_revenue_country","total_tax_rate_country","population_country","female"
268,"Orlando Bravo",7900,52,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
268,"Ding Shizhong",7900,52,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
268,"Nancy Walton Laurie",7900,71,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,1
268,"Jay Y. Lee",7900,54,"South Korea","Technology",0,2029,94.3,15.6,33.2,51.709098,0
268,"Ramzi Musallam",7900,54,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
268,"David Shaw",7900,72,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
268,"Andrei Skoch & family",7900,57,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
268,"Georg Stumpf",7900,50,"Austria","Diversified",1,446.314739528,85.1,25.4,51.4,8.877067,0
276,"Rocco Commisso",7800,73,"United States","Telecom",1,21427.7,88.2,9.6,36.6,328.239523,0
276,"Li Shuirong & family",7800,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
276,"Qi Shi & family",7800,53,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
276,"Yao Liangsong",7800,58,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
282,"Jean-Michel Besnier",7700,55,"France","Food & Beverage",0,2715.518274227,65.6,24.2,60.7,67.059887,0
282,"Marie Besnier Beauvalot",7700,42,"France","Food & Beverage",0,2715.518274227,65.6,24.2,60.7,67.059887,1
282,"David Geffen",7700,80,"United States","Media & Entertainment",1,21427.7,88.2,9.6,36.6,328.239523,0
282,"Robin Li",7700,54,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
282,"Liu Yonghao & family",7700,71,"China","Service",1,19910,50.6,9.4,59.2,1397.715,0
282,"Henry Samueli",7700,68,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
282,"Reinhold Schmieding",7700,68,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
282,"Ivar Tollefsen",7700,61,"Norway","Real Estate",1,403.336363636,82,23.9,36.2,5.347896,0
290,"Cao Renxian",7600,54,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
290,"Hasmukh Chudgar & family",7600,89,"India","Healthcare",1,2611,28.1,11.2,49.7,1366.417754,0
290,"Andrew Currie",7600,67,"United Kingdom","Manufacturing",1,2827.113184696,60,25.5,30.6,66.834405,0
290,"Joe Gebbia",7600,41,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
290,"Philip Ng",7600,64,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
290,"John Reece",7600,66,"United Kingdom","Manufacturing",1,2827.113184696,60,25.5,30.6,66.834405,0
290,"Leonard Stern",7600,85,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
290,"Zhong Huijuan",7600,62,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,1
299,"Arthur Blank",7500,80,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
299,"Charles Butt",7500,85,"United States","Fashion & Retail",0,21427.7,88.2,9.6,36.6,328.239523,0
299,"Ding Shijia",7500,59,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
299,"Paul Tudor Jones, II.",7500,68,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
299,"Henry Kravis",7500,79,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
299,"Zhang Yong",7500,52,"Singapore","Food & Beverage",1,372.062527489,84.8,13.1,21,5.703569,0
305,"James Goodnight",7400,80,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
305,"Sri Prakash Lohia",7400,70,"United Kingdom","Manufacturing",0,2827.113184696,60,25.5,30.6,66.834405,0
305,"Ma Jianrong",7400,59,"China","Fashion & Retail",1,19910,50.6,9.4,59.2,1397.715,0
305,"Robert Ng",7400,71,"Singapore","Real Estate",0,372.062527489,84.8,13.1,21,5.703569,0
305,"Steven Rales",7400,72,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
305,"Nassef Sawiris",7400,62,"Egypt","Construction & Engineering",0,303.175127598,35.2,12.5,44.4,100.388073,0
305,"Harry Stine",7400,81,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
312,"Benu Gopal Bangur",7300,91,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
312,"Iskander Makhmudov",7300,59,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
312,"Anders Holch Povlsen",7300,50,"Denmark","Fashion & Retail",0,348.078018464,80.6,32.4,23.8,5.818553,0
312,"Enrique Razon Jr.",7300,63,"Philippines","Logistics",0,376.79550868,35.5,14,43.1,108.116615,0
312,"Wang Laichun",7300,55,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,1
317,"Arthur Dantchik",7200,65,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
317,"Jeff Greene",7200,68,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
317,"Don Hankey",7200,79,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
317,"Richard Kinder",7200,78,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
317,"Guillaume Pousaz",7200,41,"United Arab Emirates","Finance & Investments",1,421.142267938,36.8,0.1,15.9,9.770529,0
317,"Takahisa Takahara",7200,61,"Japan","Fashion & Retail",0,5081.76954238,63.2,11.9,46.7,126.226568,0
317,"Zong Qinghou",7200,77,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
325,"Judy Faulkner",7100,79,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,1
325,"Johann Graf",7100,76,"Austria","Gambling & Casinos",1,446.314739528,85.1,25.4,51.4,8.877067,0
325,"Tamara Gustavson",7100,61,"United States","Service",0,21427.7,88.2,9.6,36.6,328.239523,1
325,"Liang Wengen",7100,66,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
325,"Frederik Paulsen",7100,72,"Switzerland","Healthcare",0,703.08243536,59.6,10.1,28.8,8.574832,0
325,"Wee Cho Yaw",7100,94,"Singapore","Finance & Investments",0,372.062527489,84.8,13.1,21,5.703569,0
325,"Zhang Hejun",7100,71,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
332,"Marc Benioff",7000,58,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
332,"Dmitri Bukhman",7000,37,"United Kingdom","Media & Entertainment",1,2827.113184696,60,25.5,30.6,66.834405,0
332,"Igor Bukhman",7000,41,"United Kingdom","Media & Entertainment",1,2827.113184696,60,25.5,30.6,66.834405,0
332,"Jack Dangermond",7000,77,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
332,"Ashwin Dani & family",7000,80,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
332,"Ralph Lauren",7000,83,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
332,"Rohiqa Cyrus Mistry",7000,55,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,1
332,"Shapoor Mistry",7000,58,"India","Diversified",0,2611,28.1,11.2,49.7,1366.417754,0
332,"J. Christopher Reyes",7000,69,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
332,"Jude Reyes",7000,67,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
332,"Don Vultaggio & family",7000,71,"United States","Food & Beverage",1,21427.7,88.2,9.6,36.6,328.239523,0
344,"Alejandro Bailleres Gual & family",6900,62,"Mexico","Diversified",0,1258.286717125,40.2,13.1,55.1,126.014024,0
344,"Edythe Broad & family",6900,87,"United States","Diversified",0,21427.7,88.2,9.6,36.6,328.239523,1
344,"Pauline MacMillan Keinath",6900,89,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
344,"Philippe Laffont",6900,55,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
344,"Liu Jincheng & family",6900,58,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
344,"Igor Olenicoff",6900,80,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
344,"Sandra Ortega Mera",6900,54,"Spain","Fashion & Retail",0,1394.116310769,88.9,14.2,47,47.076781,1
344,"Ronda Stryker",6900,68,"United States","Healthcare",0,21427.7,88.2,9.6,36.6,328.239523,1
352,"Dannine Avara",6800,59,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,1
352,"Silvio Berlusconi & family",6800,86,"Italy","Diversified",1,2001.244392042,61.9,24.3,59.1,60.297396,0
352,"Denise Coates",6800,55,"United Kingdom","Gambling & Casinos",1,2827.113184696,60,25.5,30.6,66.834405,1
352,"Scott Duncan",6800,40,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,0
352,"Milane Frantz",6800,53,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,1
352,"Edward Johnson, IV.",6800,58,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
352,"Yuri Milner",6800,61,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
352,"Gordon Moore",6800,94,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
352,"John Overdeck",6800,53,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
352,"David Siegel",6800,61,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
352,"Viktor Vekselberg",6800,65,"Russia","Diversified",1,1699.876578871,81.9,11.4,46.2,144.373535,0
352,"Wang Laisheng",6800,58,"China","Technology",1,19910,50.6,9.4,59.2,1397.715,0
352,"Randa Duncan Williams",6800,61,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,1
365,"Ken Fisher",6700,72,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"Christopher Hohn",6700,56,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
365,"Kjeld Kirk Kristiansen",6700,75,"Denmark","Manufacturing",0,348.078018464,80.6,32.4,23.8,5.818553,0
365,"Sofie Kirk Kristiansen",6700,47,"Denmark","Manufacturing",0,348.078018464,80.6,32.4,23.8,5.818553,1
365,"Thomas Kirk Kristiansen",6700,44,"Denmark","Manufacturing",0,348.078018464,80.6,32.4,23.8,5.818553,0
365,"Massimiliana Landini Aleotti & family",6700,80,"Italy","Healthcare",0,2001.244392042,61.9,24.3,59.1,60.297396,1
365,"Li Ping",6700,55,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
365,"Lin Jianhua",6700,60,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
365,"Magdalena Martullo-Blocher",6700,54,"Switzerland","Manufacturing",0,703.08243536,59.6,10.1,28.8,8.574832,1
365,"Xavier Niel",6700,55,"France","Telecom",1,2715.518274227,65.6,24.2,60.7,67.059887,0
365,"Terrence Pegula",6700,72,"United States","Energy",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"Edward Roski, Jr.",6700,84,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,0
365,"John A. Sobrato & family",6700,83,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"George Soros",6700,92,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"David Sun",6700,71,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"Agnete Kirk Thinggaard",6700,39,"Denmark","Manufacturing",0,348.078018464,80.6,32.4,23.8,5.818553,1
365,"John Tu",6700,81,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
365,"Xu Shihui",6700,65,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
383,"Rahel Blocher",6600,47,"Switzerland","Manufacturing",0,703.08243536,59.6,10.1,28.8,8.574832,1
383,"Bubba Cathy",6600,68,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
383,"Dan Cathy",6600,70,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,0
383,"Trudy Cathy White",6600,67,"United States","Food & Beverage",0,21427.7,88.2,9.6,36.6,328.239523,1
383,"Bruce Kovner",6600,78,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
383,"Henry Nicholas, III.",6600,63,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
383,"Nadia Thiele",6600,47,"Germany","Finance & Investments",0,3845.630030824,70.2,11.5,48.8,83.132799,1
390,"David Bonderman",6500,80,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
390,"Melinda French Gates",6500,58,"United States","Technology",0,21427.7,88.2,9.6,36.6,328.239523,1
390,"Annette Lerner & family",6500,93,"United States","Real Estate",0,21427.7,88.2,9.6,36.6,328.239523,1
390,"David Reuben",6500,84,"United Kingdom","Real Estate",1,2827.113184696,60,25.5,30.6,66.834405,0
390,"Radovan Vitek",6500,51,"Switzerland","Real Estate",1,703.08243536,59.6,10.1,28.8,8.574832,0
397,"Carl Bennet",6400,71,"Sweden","Finance & Investments",1,530.832908738,67,27.9,49.1,10.285453,0
397,"Stephen Bisciotti",6400,62,"United States","Sports",1,21427.7,88.2,9.6,36.6,328.239523,0
397,"Stanley Druckenmiller",6400,69,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
397,"Jian Jun",6400,59,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,1
397,"Alexei Kuzmichev",6400,60,"France","Energy",1,2715.518274227,65.6,24.2,60.7,67.059887,0
397,"Luis Carlos Sarmiento",6400,90,"Colombia","Finance & Investments",1,323.802808108,55.3,14.4,71.2,50.339443,0
397,"Dennis Washington",6400,88,"United States","Logistics",1,21427.7,88.2,9.6,36.6,328.239523,0
405,"Anthony Bamford & family",6300,77,"United Kingdom","Construction & Engineering",0,2827.113184696,60,25.5,30.6,66.834405,0
405,"Gao Jifan & family",6300,58,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
405,"John Grayken",6300,66,"United Kingdom","Finance & Investments",1,2827.113184696,60,25.5,30.6,66.834405,0
405,"Alain Merieux & family",6300,85,"France","Healthcare",0,2715.518274227,65.6,24.2,60.7,67.059887,0
405,"Wang Yusuo & family",6300,59,"China","Energy",1,19910,50.6,9.4,59.2,1397.715,0
405,"Stef Wertheimer & family",6300,96,"Israel","Manufacturing",1,395.098666122,63.4,23.1,25.3,9.0533,0
411,"Maria Asuncion Aramburuzabala & family",6200,59,"Mexico","Food & Beverage",0,1258.286717125,40.2,13.1,55.1,126.014024,1
411,"Gustaf Douglas",6200,85,"Sweden","Diversified",1,530.832908738,67,27.9,49.1,10.285453,0
411,"Frits Goldschmeding",6200,89,"Netherlands","Service",1,909.070395161,85,23,41.2,17.33285,0
411,"Lin Muqin & family",6200,59,"China","Food & Beverage",1,19910,50.6,9.4,59.2,1397.715,0
411,"Ruan Liping",6200,59,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
411,"Ruan Xueping",6200,51,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
411,"Michal Solowow",6200,60,"Poland","Finance & Investments",1,592.164400688,67.8,17.4,40.8,37.970874,0
418,"Mike Adenuga",6100,69,"Nigeria","Diversified",1,448.120428859,10.2,1.5,34.8,200.963599,0
418,"Tom Gores",6100,58,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
418,"Michael Herz",6100,79,"Germany","Fashion & Retail",0,3845.630030824,70.2,11.5,48.8,83.132799,0
418,"Wolfgang Herz",6100,72,"Germany","Fashion & Retail",0,3845.630030824,70.2,11.5,48.8,83.132799,0
425,"Alexander Abramov",6000,64,"Russia","Metals & Mining",1,1699.876578871,81.9,11.4,46.2,144.373535,0
425,"Rene Benko",6000,46,"Austria","Real Estate",1,446.314739528,85.1,25.4,51.4,8.877067,0
425,"Neil Bluhm",6000,85,"United States","Real Estate",1,21427.7,88.2,9.6,36.6,328.239523,0
425,"Alain Bouchard",6000,74,"Canada","Fashion & Retail",1,1736.42562952,68.9,12.8,24.5,36.991981,0
425,"Jay Chaudhry",6000,63,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
425,"Gopikishan Damani",6000,65,"India","Fashion & Retail",1,2611,28.1,11.2,49.7,1366.417754,0
425,"Sumet Jiaravanon",6000,88,"Thailand","Diversified",0,543.649976166,49.3,14.9,29.5,69.625582,0
425,"Frank Lowy",6000,92,"Israel","Finance & Investments",1,395.098666122,63.4,23.1,25.3,9.0533,0
425,"Michael Milken",6000,76,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
425,"David Steward",6000,71,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
425,"Les Wexner & family",6000,85,"United States","Fashion & Retail",1,21427.7,88.2,9.6,36.6,328.239523,0
437,"Cai Kui",5900,60,"China","Real Estate",1,19910,50.6,9.4,59.2,1397.715,0
437,"Jaran Chiaravanont",5900,93,"Thailand","Diversified",0,543.649976166,49.3,14.9,29.5,69.625582,0
437,"Andreas Halvorsen",5900,61,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
437,"Antony Ressler",5900,62,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
437,"Tsai Eng-meng",5900,66,"China","Food & Beverage",0,19910,50.6,9.4,59.2,1397.715,0
442,"Josh Harris",5800,58,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
442,"Niels Peter Louis-Hansen",5800,75,"Denmark","Healthcare",0,348.078018464,80.6,32.4,23.8,5.818553,0
442,"Patrick Soon-Shiong",5800,70,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
445,"Rinat Akhmetov",5700,56,"Ukraine","Metals & Mining",1,153.781069118,82.7,20.1,45.2,44.385155,0
445,"John Brown",5700,88,"United States","Healthcare",1,21427.7,88.2,9.6,36.6,328.239523,0
445,"Arthur Irving",5700,93,"Canada","Energy",0,1736.42562952,68.9,12.8,24.5,36.991981,0
445,"Fredrik Lundberg",5700,71,"Sweden","Real Estate",0,530.832908738,67,27.9,49.1,10.285453,0
445,"Thomas Schmidheiny",5700,77,"Switzerland","Construction & Engineering",0,703.08243536,59.6,10.1,28.8,8.574832,0
445,"Daniel Ziff",5700,51,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
445,"Dirk Ziff",5700,59,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
445,"Robert Ziff",5700,56,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,0
455,"Maria Angelicoussis",5600,41,"Greece","Logistics",0,209.852761469,136.6,26.2,51.9,10.716322,1
455,"Ray Lee Hunt",5600,79,"United States","Energy",0,21427.7,88.2,9.6,36.6,328.239523,0
455,"Lai Meisong",5600,52,"China","Logistics",1,19910,50.6,9.4,59.2,1397.715,0
455,"Vikram Lal & family",5600,81,"India","Automotive",0,2611,28.1,11.2,49.7,1366.417754,0
455,"Ken Langone",5600,87,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
455,"Li Ge",5600,56,"China","Healthcare",1,19910,50.6,9.4,59.2,1397.715,0
455,"Karen Pritzker",5600,65,"United States","Finance & Investments",0,21427.7,88.2,9.6,36.6,328.239523,1
455,"Robert Rowling",5600,69,"United States","Service",0,21427.7,88.2,9.6,36.6,328.239523,0
455,"Teddy Sagi",5600,51,"Israel","Gambling & Casinos",1,395.098666122,63.4,23.1,25.3,9.0533,0
455,"Seo Jung-jin",5600,65,"South Korea","Healthcare",1,2029,94.3,15.6,33.2,51.709098,0
455,"Wu Jianshu",5600,59,"China","Automotive",1,19910,50.6,9.4,59.2,1397.715,0
466,"Micky Arison",5500,73,"United States","Service",0,21427.7,88.2,9.6,36.6,328.239523,0
466,"James Chambers",5500,65,"United States","Media & Entertainment",0,21427.7,88.2,9.6,36.6,328.239523,0
466,"John Collison",5500,32,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
466,"Patrick Collison",5500,34,"United States","Technology",1,21427.7,88.2,9.6,36.6,328.239523,0
466,"Archie Aldis Emmerson & family",5500,93,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
466,"Piero Ferrari",5500,77,"Italy","Automotive",0,2001.244392042,61.9,24.3,59.1,60.297396,0
466,"Dan Friedkin",5500,58,"United States","Automotive",0,21427.7,88.2,9.6,36.6,328.239523,0
466,"James Irving",5500,95,"Canada","Diversified",0,1736.42562952,68.9,12.8,24.5,36.991981,0
466,"Jiang Weiping & family",5500,68,"China","Manufacturing",1,19910,50.6,9.4,59.2,1397.715,0
466,"Wolfgang Marguerre & family",5500,81,"Germany","Healthcare",1,3845.630030824,70.2,11.5,48.8,83.132799,0
466,"Ludwig Merckle",5500,58,"Germany","Finance & Investments",0,3845.630030824,70.2,11.5,48.8,83.132799,0
466,"Mitchell Rales",5500,66,"United States","Manufacturing",1,21427.7,88.2,9.6,36.6,328.239523,0
466,"Katharine Rayner",5500,78,"United States","Media & Entertainment",0,21427.7,88.2,9.6,36.6,328.239523,1
466,"Paul Singer",5500,78,"United States","Finance & Investments",1,21427.7,88.2,9.6,36.6,328.239523,0
466,"Sergio Stevanato & family",5500,80,"Italy","Healthcare",1,2001.244392042,61.9,24.3,59.1,60.297396,0
466,"Margaretta Taylor",5500,80,"United States","Media & Entertainment",0,21427.7,88.2,9.6,36.6,328.239523,1
466,"Richard White",5500,68,"Australia","Technology",1,1392.680589329,113.1,23,47.4,25.766605,0
466,"Zhao Yan",5500,56,"China","Diversified",1,19910,50.6,9.4,59.2,1397.715,1
486,"Patrizio Bertelli",5400,77,"Italy","Fashion & Retail",1,2001.244392042,61.9,24.3,59.1,60.297396,0
486,"Mahendra Choksi & family",5400,81,"India","Manufacturing",0,2611,28.1,11.2,49.7,1366.417754,0
